Beer Name,Brewery,Style,ABV,Min IBU,Max IBU,Bitter,Sweet,Sour,Salty,Fruits,Spices,Malty,Review,Description
Irish Walker,Olde Hickory Brewery,Barleywine,10.1,40,60,58,186,52,0,105,17,170,3.86,"Notes:A long slow fermentation and cold aging makes Irish Walker a well rounded, complex Barley Wine Ale. Released only once a year, it exhibits malty sweetness, fruity esters, and hoppy balance. This ale will age well for years to come.\t"
Criminally Bad Elf Barleywine-Style Ale,Ridgeway Brewing,Barleywine,10.5,40,60,34,125,44,0,82,14,92,3.39,Notes:
Commander,Lift Bridge Brewery,Barleywine,12.5,40,60,10,96,17,0,34,66,95,4.04,"Notes:The Commander™ is our English-Style Barleywine ale brewed with heavy fists of malts and subtle, sweet Cardamom. Aged in bourbon barrels, its bold, complex flavor reaches heights measured only by the building of its namesake. This 12.5% ABV treat is best enjoyed in smaller portions when you have some time to savor it, between now and 2020.\t"
Pugsley's Signature Series: Barley Wine,Shipyard Brewing Co.,Barleywine,8.5,40,60,65,124,42,0,63,20,130,3.64,"Notes:This addition to the Pugsley's Signature Series collection is a big beer made with six different malts and balanced with a very full hop charge. It is a deep reddish brown in color with a complex fruity nose, a very full body, and an interesting balance between grains and hops which ends with a pleasing dry taste.\t"
Bommen & Granaten,Brouwerij De Molen,Barleywine,15.2,40,60,36,144,45,0,88,6,70,3.7,Notes:750ml: 53.9 IBU 330ml: 57 IBU\t
Double Old Thumper Ale,Shipyard Brewing Co.,Barleywine,11.2,40,60,57,145,54,0,80,17,125,3.36,Notes:
Wooden Hell,Flossmoor Station Restaurant & Brewery,Barleywine,9.5,40,60,35,134,28,0,78,51,143,4.55,"Notes:GABF 2006 Strong Barrel Aged Bronze, Woodford Reserve Barrel Aged Barleywine\t"
Golden Pride,Fuller Smith & Turner PLC,Barleywine,8.5,40,60,37,101,35,0,59,4,111,3.96,Notes:
Stormwatcher's Winterfest,Pelican Pub & Brewery,Barleywine,13,40,60,29,122,26,2,74,16,130,4.11,Notes:32.1 degrees PlatoAlcohol: 13.0% by volumeBitterness: 31 IBUColor: 54 SRM\t
Old Abominable,Stoudts Brewing Co.,Barleywine,9,40,60,29,114,33,6,53,4,91,3.8,Notes:
Fuller's ESB,Fuller Smith & Turner PLC,Bitter,5.9,20,40,41,63,23,0,37,10,67,4.19,"Notes:Twice named World Champion Beer, Fuller’s ESB is one of the most decorated ales of its time. A winner born and brewed, it’s a strong, full-bodied ale that has delighted drinkers for decades with its smooth, mellow bitterness and superbly satisfying finish.\t"
Hobgoblin Ruby,Wychwood Brewery Company Ltd,Bitter,5.2,20,40,49,82,19,0,37,13,88,3.77,"Notes:Formerly HobgoblinDrink legendary. This distinct ruby beer’s sweet caramel and fruity aromas tease the taste buds. Brewed with smooth and rich Chocolate and Crystal malts & a blend of Fuggles and Styrian Golding hops. Expect a delicious full-bodied toffee flavour and a fruity finish of figs, raisins and dates. Hobgoblin: Born Different.Hops: Fuggles & StyriansMalt: Pale, Crystal & ChocolateOnly bottled Hobgoblin Ruby is 5.2% which is this listing. Canned, cask (tap and hand-pull draft), and 5L mini-cask's of Hobgoblin Ruby are 4.5% and reviews of them belong under that separate listing.\t"
Sawtooth,Left Hand Brewing Company,Bitter,5.3,20,40,55,53,18,0,25,0,117,3.83,"Notes:Sessionable. Unpretentious. Left Hand's original flagship. Proof that a beer can be both complex and balanced. Malty chewiness slowly transitioning over to herbal, earthy hops with a dry finish. Brewed to be enjoyed with friends and to stimulate serendipity.\t"
Harvest Ale,Southern Tier Brewing Company,Bitter,6.7,20,40,74,21,23,0,26,9,52,4.07,"Notes:Our celebration of the change of the seasons, a deeply comforting ale to usher in the sunset as the evenings get cooler. In salutation to that special moment in time when the year’s harvest is a gracious cornucopia before us, we brew a classic ESB. Harvest is brewed with a combination of fresh English hops, cracked barley, and hard work. This is a classic English style Extra Special Bitter of the highest order. Harvest’s deep ruby color envokes a bright autumn mountainside where a warm sweater, a good beer, and the gratitude for the seasons are all you need.\t"
Old Thumper,Shipyard Brewing Co.,Bitter,5.6,20,40,57,75,29,0,35,5,102,3.75,"Notes:Old Thumper Extra Special Ale was created in 1979 by veteran British brewer, Peter Austin, founder of the Ringwood Brewery in Hampshire, England and mentor to Shipyard's master brewer Alan Pugsley. A British Grand Champion beer, Old Thumper is a non-traditional English Bitter, brewer in the US solely by Shipyard.\t"
Abbot Ale,Greene King / Morland Brewery,Bitter,5,20,40,30,63,16,3,19,7,92,3.76,"Notes:Hailed by the late beer writer Michael Jackson as ‘one of the great characters of the beer world’, Abbot Ale is brewed for quality of the highest order. Abbot is an irresistible ale with masses of fruit characters, a malty richness and superb hop balance. It is brewed longer to a unique recipe, which makes it the full-flavoured, smooth and mature beer it is today.\t"
Anvil,AleSmith Brewing Company,Bitter,5.5,20,40,54,57,20,3,25,3,118,4.04,Notes:
Scarlet Lady Ale,Stoudts Brewing Co.,Bitter,5,20,40,50,45,21,0,15,2,89,3.75,"Notes:This English-style ale is brewed with Marris Otter and Caramel malts for a rich, reddish-copper color and smooth malty palate. The use of bittering and aroma addition hops balances the regal, sweet maltiness and imparts a softly perfumed aroma.\t"
Lord Rear Admiral,Three Floyds Brewing Co. & Brewpub,Bitter,6.4,20,40,77,118,63,1,105,11,117,4.25,"Notes:Three Floyds version of an ESB, this deep amber ale has a complex malt sweetness and pronounced apricot hoppiness. Named after Admiral Lord Horatio Nelson.55 IBU\t"
Extra Special Ale (ESA),Yards Brewing Co.,Bitter,6,20,40,59,54,20,1,18,20,90,3.84,"Notes:Our first ever and most beloved brew, ESA helped establish a following for cask-conditioned beer in the United States back in the ‘90s. East Kent Golding hops give this English style ale a subtle spiciness, which compliments its strong malt backbone. Hints of chocolate and caramel round out this deep chestnut colored ale. Floral, earthy, smooth.\t"
Foster's Premium Ale,Foster's Group Limited,Bitter,5.5,20,40,45,53,17,0,16,7,95,3.1,Notes:
Belk's ESB,Anderson Valley Brewing Company,Bitter,6.8,20,40,83,48,43,1,52,22,73,3.8,"Notes:Inspired by the classic “Bitters” from Great Britain, our Belk’s ESB is an innovative take on the style. With a deep, golden hue and big malty foundation, the spicy, herbal hop aromas and crisp, bitter bite give a West Coast flair to this classic recipe.Formerly Boont ESB.\t"
ESB,Green Man Brewery,Bitter,5.5,20,40,46,65,23,0,29,6,123,3.91,"Notes:A malty amber ale boasting rich toasted and caramel flavors, Green Man ESB is one of our award-winning signature brews. Our blend of authentic British malts and hops creates a nutty aroma, full body, and a sweet finish. Prepare yourself for a truly exceptional interpretation of a traditional English style.\t"
Motor Boat,SweetWater Brewing Company,Bitter,5.6,20,40,92,57,38,2,39,9,87,3.88,Notes:
ESB Special Ale,Ska Brewing Co.,Bitter,5.7,20,40,61,70,35,1,32,12,126,3.77,Notes:
Autumn Ale,Short's Brewing Company,Bitter,5.8,20,40,66,68,33,0,50,7,107,3.54,Notes:A malty amber ale over toned with slight caramel flavors and notable pleasant hoppiness throughout. An international award winning recipe. 30 I.B.U.'s13 deg. Plato 5.75 % A.B.V\t
Halloween Ale,Gritty McDuff's Brewing Company,Bitter,6,20,40,60,76,26,0,32,28,101,3.9,"Notes:Every fall marks the return of our legendary Extra Special Bitter for the season, Halloween Ale – the beer so good, it's scary! From its humble beginnings in 1990 as a small-batch seasonal in our Portland Brew Pub, Halloween Ale has grown to be one of the year's most anticipated beer releases. This robust brew has a deep amber color, a bold, malty palate and a well-rounded hop finish. The perfect beer for a crisp autumn day!\t"
Bishops Finger,Shepherd Neame Ltd,Bitter,5.4,20,40,44,52,25,1,36,6,79,3.69,Notes:
13 Rebels ESB,French Broad Brewing Co.,Bitter,5.2,20,40,54,41,27,0,26,2,84,3.67,"Notes:French Broad Brewery’s interpretation of the classic UK Extra Special Bitter. A bright copper color with a complex malt palate is complemented by traditional British hops, notably East Kent Golding. French Broad has made this classic public house session beer a cult classic with its skull and crossbones artwork.\t"
Beast Bitter,"Middle Ages Brewing Co., Ltd.",Bitter,5.3,20,40,112,62,54,0,53,8,99,3.9,Notes:
Moondog Ale,Great Lakes Brewing Company,Bitter,5.5,20,40,90,71,47,3,52,13,120,4.22,"Notes:Inspired by our rock 'n' roll city, Moondog's smooth body and undomesticated hop bite set the stage for late night howling.Wild, floral hop scents shred their way through a tail waggin’, toe tappin’ blend of crisp, sweet malts.30 IBU\t"
Magnumus Ete Tomahawkus ESB³,Rock Art Brewery,Bitter,8,20,40,102,47,45,0,43,12,62,3.75,"Notes:An ESB squared! It’s big! It’s bitter and it’s balanced! Heck, we even dry hopped it with Tettnang hops, but I’ll admit the Tomahawk chewed up the dry hop and didn’t spit it out!\t"
The Wise ESB,Elysian Brewing Company,Bitter,5.9,20,40,105,74,34,1,37,12,126,4.05,"Notes:Exquisitely balanced.Tasting Notes: Pours reddish-copper with a thin, creamy beige head. Subtle smells of caramel, honey, citrus and grassy floral hops entice while the taste delivers a pleasantly bold hop flavor against a very strong malt backbone. Well-balanced and delicious.Malts: Pale, Munich, C77, CaraHell and Belgian Special B.Hops: Bittered with Chinook, finished with Cascade and Centennial.Body: Medium.IBU: 60\t"
Red Rack Ale,Woodstock Inn Brewery,Bitter,5.5,20,40,52,75,38,0,27,3,109,3.59,Notes:Amber in color with slight caramel sweetness. Medium hop bitterness. Malty up front with a nice hop/ malt balance.23.3 IBU\t
Christmas Ale,Gritty McDuff's Brewing Company,Bitter,6.2,20,40,52,61,24,0,27,21,112,3.88,"Notes:If it looks like Ed just got merrier, you're right. Every November heralds the return of our holiday seasonal, Christmas Ale – available on draft and in six-packs. Our Christmas Ale is a robust E.S.B. (Extra Special Bitter) full of holiday cheer. Christmas Ale has a lovely, dark red/amber color and a rich, full-bodied, malty taste with a slightly roasted undertone. We brew our Christmas Ale to an original gravity of 1064 (about 6.2% alcohol by volume) using only the finest English Pale and Crystal Malts, with a touch of Roasted Barley as well. A blend of Clusters, Styrian Goldings, Saaz and Yakima Goldings leaf hops round out this hearty brew. Gritty's Christmas Ale has no additives, fruits or spices. It's just a good honest ale, perfect for the season. And to top it all off, it's already gift-wrapped! Happy Holidays!28.5 IBU\t"
Bachelor ESB,Deschutes Brewery,Bitter,5.3,20,40,73,27,20,0,16,7,85,4.05,Notes:Alc. by Vol.: 5.3%IBUs: 50180 calories per 12 oz serving\t
Bleeding Buckeye Red Ale,Elevator Brewery & Draught Haus,Bitter,5.7,20,40,45,56,16,0,11,3,95,3.7,"Notes:Formerly known as Bott Brothers ESB (the original occupants), this alehouse favorite is a complex medley of malt and hops.\t"
Extra Special Bitter (ESB),Propeller Brewery,Bitter,5,20,40,87,79,30,0,38,9,105,3.98,"Notes:Bitter was originally a draught ale served very fresh under no pressure (gravity or hand pump dispensing only) at cellar temperatures. Lucky for you today its available everywhere!Our ESB is a rich, full-bodied English-style bitter, brewed with carefully selected malts and hops. This copper coloured, English styled ale is our best seller. Smooth, Full bodied and All Natural, like all our beers.Our most popular brew is not really a bitter beer, it's a better Bitter!30 IBU\t"
Steel Wheels ESB,Blue Mountain Brewery,Bitter,6.5,20,40,58,96,33,0,42,13,106,4,Notes:
Batemans XXXB,George Bateman and Son Ltd. / Batemans Brewery,Bitter,4.8,20,40,62,95,36,0,42,14,94,3.98,Notes:
XX Bitch Creek,Grand Teton Brewing Co.,Bitter,7.5,20,40,111,86,32,0,40,13,169,3.84,"Notes:Bitch Creek ESB was first brewed in 2003, and perfectly balances big malt sweetness and robust hop flavor for a full-bodied mahogany ale. It has quickly become our best-selling beer, as well as our most-critically acclaimed, having won medals-including two golds— at four out of the past five Great American Beer Festivals.XX Bitch Creek Double ESB is all that and more. We took the Bitch Creek recipe and doubled everything: double the malt, double the hops, twice the flavor.\t"
Adnams SSB (Suffolk Special Bitter),"Adnams plc, Sole Bay Brewery",Bitter,4.5,20,40,65,52,33,0,25,6,72,4,Notes:
Naughty Hildegard ESB,Driftwood Brewery,Bitter,6.5,20,40,97,55,49,0,65,6,89,4.14,"Notes:Brewed to honor Hildegard Von Bingen, a 12th century Benedictine nun who allegedly was the first to record the use of hops as an ingredient in beer. While this is open to debate, we like Hildegard's style and we can't imagine a beer without hops. This extra special bitter has lots of hops- Hildegard would be proud. We are! Cheers Hildy!\t"
Honker's Ale,Goose Island Beer Co.,Bitter,4.3,20,35,53,66,28,1,32,1,79,4,"Notes:Golden sunset color, fruity hop aroma, biscuity malt flavor, soft body.\t"
Fuller's London Pride,Fuller Smith & Turner PLC,Bitter,4.7,20,35,58,67,32,0,33,6,108,4.15,"Notes:Not just the iconic ale of the capital, London Pride is an all-British affair that unites a nation of beer drinkers. It’s brewed with entirely home-grown hop varieties - Target for bittering and Northdown, Challenger and Goldings for aroma - but the soul of the beer is unquestionably in the malt. Crystal malts combine with spring-harvested Pale Ale varieties Concerto and Propino, to give Pride its inimitable depth and balance.This tawny-coloured premium ale borrows sweet raisin, biscuit and dried-fruit notes from the Crystal malt, while fresh, piney herbs emanate from the hops. Rich, smooth and elegant on the palate, it draws to a clean, satisfying finish with beautifully balanced bitterness.4.1% ABV on cask, 4.7% ABV for bottles, cans and kegs.\t"
Bluebird Bitter,Coniston Brewing Co. Ltd,Bitter,4.2,20,35,62,52,47,2,38,23,81,4.11,"Notes:Bluebird is a fine session ale with a light golden colour. The intense resinous and spicy hop character which is the beer's hallmark is derived from the use of unusual quantities of English Challenger hops, each bale being individually and personally selected by the brewer. The malt is, of course, Maris Otter fermented slightly warm to give a soft fruitiness with a faint hint of scented geranium.\t"
